id,label
0,3
1,0
2,3
3,0
4,6
5,2
6,0
7,6
8,4
9,6
10,6
11,3
12,3
13,6
14,6
15,3
16,3
17,6
18,0
19,3
20,0
21,3
22,4
23,4
24,4
25,5
26,3
27,6
28,0
29,5
30,2
31,5
32,6
33,3
34,2
35,0
36,2
37,3
38,0
39,4
40,5
41,5
42,4
43,0
44,0
45,4
46,0
47,2
48,3
49,6
50,4
51,4
52,2
53,4
54,1
55,6
56,5
57,3
58,4
59,5
60,6
61,4
62,4
63,4
64,5
65,0
66,2
67,4
68,0
69,2
70,6
71,0
72,6
73,4
74,5
75,3
76,0
77,2
78,3
79,6
80,0
81,3
82,2
83,3
84,3
85,6
86,5
87,3
88,3
89,5
90,6
91,6
92,4
93,0
94,4
95,6
96,0
97,3
98,5
99,4
100,4
101,3
102,3
103,3
104,4
105,3
106,2
107,3
108,6
109,4
110,3
111,3
112,3
113,2
114,0
115,3
116,4
117,0
118,3
119,5
120,0
121,3
122,4
123,6
124,3
125,2
126,2
127,3
128,6
129,6
130,3
131,6
132,3
133,4
134,5
135,3
136,6
137,0
138,0
139,5
140,2
141,3
142,6
143,6
144,6
145,2
146,4
147,4
148,6
149,4
150,3
151,3
152,3
153,4
154,3
155,4
156,0
157,6
158,4
159,2
160,4
161,6
162,0
163,2
164,6
165,2
166,0
167,0
168,6
169,2
170,0
171,6
172,0
173,3
174,6
175,4
176,6
177,2
178,3
179,2
180,2
181,6
182,6
183,0
184,6
185,0
186,4
187,2
188,4
189,2
190,5
191,4
192,4
193,2
194,2
195,6
196,4
197,4
198,3
199,6
200,4
201,5
202,3
203,3
204,6
205,6
206,4
207,6
208,3
209,2
210,6
211,1
212,4
213,6
214,6
215,6
216,3
217,5
218,4
219,5
220,2
221,4
222,0
223,0
224,0
225,2
226,2
227,0
228,4
229,0
230,2
231,6
232,6
233,3
234,0
235,0
236,3
237,3
238,0
239,3
240,5
241,5
242,0
243,3
244,6
245,0
246,2
247,4
248,3
249,6
250,6
251,0
252,5
253,4
254,4
255,6
256,5
257,6
258,3
259,0
260,5
261,2
262,6
263,6
264,2
265,0
266,6
267,0
268,3
269,5
270,3
271,3
272,3
273,6
274,4
275,6
276,4
277,2
278,5
279,0
280,1
281,5
282,1
283,4
284,0
285,2
286,4
287,6
288,6
289,5
290,4
291,3
292,3
293,4
294,3
295,3
296,4
297,6
298,0
299,0
300,5
301,4
302,2
303,3
304,5
305,3
306,2
307,3
308,0
309,2
310,6
311,3
312,3
313,0
314,2
315,0
316,4
317,6
318,0
319,0
320,4
321,2
322,0
323,2
324,3
325,4
326,0
327,6
328,0
329,4
330,3
331,6
332,2
333,2
334,4
335,3
336,2
337,6
338,0
339,2
340,3
341,0
342,3
343,3
344,3
345,3
346,6
347,3
348,6
349,4
350,0
351,6
352,0
353,4
354,3
355,5
356,6
357,2
358,2
359,3
360,3
361,5
362,5
363,6
364,6
365,5
366,3
367,4
368,1
369,3
370,3
371,6
372,4
373,3
374,4
375,5
376,6
377,0
378,3
379,6
380,6
381,6
382,0
383,4
384,5
385,3
386,3
387,5
388,0
389,2
390,4
391,5
392,6
393,3
394,6
395,6
396,3
397,0
398,4
399,1
400,3
401,4
402,6
403,4
404,4
405,3
406,4
407,3
408,0
409,3
410,2
411,6
412,4
413,6
414,0
415,0
416,5
417,0
418,3
419,3
420,2
421,3
422,0
423,6
424,5
425,4
426,6
427,6
428,4
429,6
430,3
431,4
432,0
433,3
434,4
435,6
436,0
437,2
438,0
439,3
440,3
441,3
442,4
443,2
444,4
445,5
446,0
447,0
448,6
449,6
450,3
451,1
452,4
453,5
454,5
455,6
456,3
457,0
458,3
459,2
460,3
461,0
462,3
463,6
464,3
465,6
466,2
467,2
468,3
469,5
470,3
471,6
472,2
473,2
474,3
475,5
476,0
477,5
478,0
479,6
480,4
481,3
482,2
483,6
484,4
485,4
486,2
487,3
488,6
489,0
490,4
491,4
492,5
493,4
494,2
495,4
496,4
497,3
498,0
499,6
500,0
501,0
502,0
503,4
504,5
505,3
506,5
507,3
508,6
509,6
510,5
511,6
512,6
513,6
514,6
515,0
516,4
517,2
518,0
519,3
520,3
521,4
522,6
523,1
524,2
525,2
526,6
527,4
528,0
529,4
530,5
531,4
532,0
533,0
534,3
535,6
536,0
537,2
538,6
539,4
540,0
541,4
542,0
543,0
544,6
545,0
546,0
547,3
548,1
549,6
550,3
551,3
552,2
553,2
554,3
555,2
556,2
557,5
558,6
559,2
560,5
561,4
562,4
563,3
564,2
565,6
566,6
567,4
568,0
569,6
570,3
571,6
572,5
573,5
574,3
575,5
576,5
577,0
578,5
579,0
580,4
581,3
582,4
583,5
584,6
585,3
586,4
587,4
588,0
589,4
590,2
591,0
592,5
593,6
594,2
595,3
596,2
597,6
598,2
599,6
600,6
601,0
602,6
603,6
604,6
605,0
606,6
607,0
608,6
609,4
610,2
611,3
612,5
613,3
614,4
615,2
616,4
617,3
618,2
619,5
620,6
621,3
622,2
623,6
624,2
625,6
626,6
627,3
628,0
629,5
630,5
631,3
632,3
633,0
634,3
635,5
636,6
637,0
638,4
639,5
640,3
641,3
642,0
643,3
644,2
645,0
646,4
647,3
648,3
649,4
650,4
651,3
652,5
653,5
654,2
655,2
656,0
657,6
658,3
659,6
660,0
661,3
662,3
663,2
664,3
665,6
666,3
667,2
668,6
669,6
670,4
671,0
672,3
673,3
674,3
675,3
676,2
677,0
678,5
679,3
680,2
681,3
682,1
683,6
684,4
685,3
686,3
687,2
688,4
689,4
690,3
691,3
692,2
693,4
694,2
695,5
696,0
697,2
698,0
699,5
700,6
701,5
702,2
703,5
704,3
705,4
706,3
707,4
708,2
709,2
710,5
711,3
712,5
713,5
714,4
715,4
716,3
717,2
718,2
719,4
720,3
721,3
722,5
723,0
724,3
725,5
726,3
727,4
728,3
729,0
730,6
731,2
732,5
733,2
734,0
735,3
736,6
737,4
738,3
739,6
740,5
741,0
742,6
743,0
744,2
745,3
746,5
747,3
748,4
749,3
750,4
751,2
752,0
753,0
754,6
755,6
756,4
757,4
758,3
759,3
760,4
761,4
762,3
763,5
764,6
765,0
766,3
767,5
768,6
769,4
770,3
771,3
772,3
773,0
774,4
775,2
776,6
777,3
778,3
779,4
780,2
781,0
782,6
783,6
784,6
785,4
786,2
787,3
788,3
789,4
790,4
791,3
792,2
793,3
794,3
795,6
796,3
797,4
798,0
799,4
800,0
801,0
802,3
803,6
804,3
805,5
806,4
807,4
808,5
809,2
810,0
811,5
812,5
813,2
814,4
815,5
816,3
817,5
818,4
819,6
820,6
821,3
822,3
823,3
824,3
825,3
826,6
827,4
828,2
829,3
830,0
831,4
832,6
833,3
834,3
835,6
836,4
837,3
838,4
839,6
840,6
841,3
842,4
843,4
844,6
845,3
846,4
847,0
848,5
849,3
850,2
851,2
852,5
853,2
854,2
855,4
856,2
857,5
858,2
859,6
860,3
861,0
862,6
863,0
864,3
865,6
866,6
867,2
868,0
869,2
870,4
871,6
872,4
873,0
874,4
875,5
876,3
877,6
878,0
879,0
880,6
881,4
882,4
883,0
884,3
885,0
886,3
887,6
888,4
889,4
890,2
891,0
892,2
893,3
894,2
895,3
896,4
897,6
898,6
899,0
900,3
901,6
902,4
903,3
904,4
905,4
906,3
907,4
908,3
909,6
910,5
911,6
912,4
913,6
914,5
915,6
916,3
917,3
918,0
919,0
920,3
921,4
922,2
923,4
924,4
925,2
926,3
927,6
928,6
929,2
930,6
931,6
932,0
933,0
934,0
935,3
936,4
937,3
938,3
939,5
940,4
941,3
942,0
943,3
944,4
945,4
946,3
947,3
948,0
949,5
950,2
951,4
952,0
953,4
954,6
955,3
956,4
957,3
958,4
959,0
960,0
961,6
962,6
963,3
964,5
965,6
966,2
967,0
968,3
969,5
970,2
971,4
972,5
973,4
974,4
975,6
976,3
977,6
978,4
979,3
980,3
981,6
982,3
983,2
984,2
985,5
986,4
987,4
988,0
989,3
990,3
991,0
992,2
993,2
994,3
995,3
996,3
997,3
998,5
999,0
1000,4
1001,4
1002,3
1003,6
1004,4
1005,5
1006,0
1007,3
1008,0
1009,2
1010,6
1011,5
1012,0
1013,0
1014,3
1015,3
1016,0
1017,0
1018,4
1019,4
1020,3
1021,5
1022,3
1023,6
1024,5
1025,6
1026,3
1027,3
1028,6
1029,2
1030,5
1031,5
1032,3
1033,3
1034,5
1035,0
1036,6
1037,2
1038,6
1039,3
1040,2
1041,0
1042,4
1043,6
1044,3
1045,3
1046,4
1047,4
1048,3
1049,1
1050,2
1051,2
1052,0
1053,0
1054,6
1055,3
1056,2
1057,0
1058,4
1059,4
1060,3
1061,3
1062,0
1063,4
1064,6
1065,0
1066,6
1067,0
1068,6
1069,0
1070,3
1071,3
1072,6
1073,5
1074,3
1075,3
1076,5
1077,6
1078,6
1079,2
1080,3
1081,4
1082,5
1083,6
1084,3
1085,5
1086,0
1087,2
1088,6
1089,2
1090,2
1091,2
1092,3
1093,3
1094,0
1095,4
1096,3
1097,3
1098,4
1099,5
1100,0
1101,2
1102,6
1103,5
1104,5
1105,2
1106,0
1107,6
1108,2
1109,3
1110,3
1111,5
1112,3
1113,3
1114,0
1115,3
1116,3
1117,6
1118,0
1119,3
1120,3
1121,6
1122,0
1123,3
1124,3
1125,0
1126,2
1127,0
1128,0
1129,4
1130,5
1131,6
1132,0
1133,4
1134,6
1135,5
1136,3
1137,2
1138,5
1139,6
1140,6
1141,4
1142,5
1143,4
1144,6
1145,4
1146,4
1147,4
1148,3
1149,4
1150,5
1151,2
1152,2
1153,5
1154,3
1155,3
1156,5
1157,2
1158,3
1159,5
1160,5
1161,3
1162,5
1163,2
1164,6
1165,2
1166,4
1167,5
1168,4
1169,4
1170,6
1171,6
1172,0
1173,3
1174,4
1175,0
1176,2
1177,3
1178,5
1179,3
1180,4
1181,4
1182,3
1183,0
1184,2
1185,3
1186,5
1187,0
1188,0
1189,5
1190,2
1191,6
1192,0
1193,6
1194,6
1195,6
1196,5
1197,6
1198,0
1199,6
1200,3
1201,6
1202,0
1203,4
1204,3
1205,6
1206,4
1207,6
1208,2
1209,6
1210,4
1211,6
1212,2
1213,0
1214,0
1215,6
1216,4
1217,0
1218,6
1219,4
1220,2
1221,6
1222,0
1223,0
1224,4
1225,2
1226,2
1227,3
1228,0
1229,3
1230,2
1231,6
1232,2
1233,0
1234,5
1235,2
1236,4
1237,5
1238,2
1239,2
1240,6
1241,6
1242,5
1243,2
1244,4
1245,6
1246,6
1247,3
1248,0
1249,4
1250,2
1251,2
1252,6
1253,0
1254,2
1255,3
1256,0
1257,0
1258,3
1259,0
1260,2
1261,6
1262,4
1263,2
1264,6
1265,5
1266,5
1267,6
1268,2
1269,4
1270,3
1271,3
1272,3
1273,4
1274,4
1275,6
1276,3
1277,6
1278,3
1279,0
1280,6
1281,0
1282,0
1283,6
1284,5
1285,2
1286,4
1287,5
1288,3
1289,5
1290,1
1291,2
1292,6
1293,3
1294,2
1295,4
1296,6
1297,4
1298,3
1299,0
1300,5
1301,4
1302,6
1303,2
1304,0
1305,5
1306,6
1307,3
1308,3
1309,6
1310,0
1311,6
1312,3
1313,0
1314,5
1315,0
1316,4
1317,0
1318,3
1319,4
1320,4
1321,6
1322,0
1323,2
1324,3
1325,6
1326,3
1327,3
1328,2
1329,4
1330,0
1331,6
1332,2
1333,6
1334,3
1335,3
1336,5
1337,5
1338,3
1339,0
1340,4
1341,0
1342,2
1343,2
1344,3
1345,6
1346,4
1347,3
1348,6
1349,0
1350,2
1351,2
1352,0
1353,4
1354,3
1355,4
1356,6
1357,4
1358,5
1359,5
1360,5
1361,4
1362,3
1363,4
1364,0
1365,2
1366,2
1367,0
1368,6
1369,3
1370,3
1371,2
1372,2
1373,3
1374,0
1375,0
1376,3
1377,6
1378,5
1379,5
1380,6
1381,1
1382,4
1383,3
1384,4
1385,2
1386,4
1387,2
1388,6
1389,6
1390,2
1391,6
1392,3
1393,0
1394,5
1395,2
1396,5
1397,3
1398,6
1399,5
1400,4
1401,3
1402,4
1403,2
1404,5
1405,4
1406,2
1407,3
1408,6
1409,3
1410,4
1411,6
1412,2
1413,5
1414,0
1415,4
1416,3
1417,3
1418,3
1419,3
1420,4
1421,1
1422,4
1423,0
1424,3
1425,0
1426,6
1427,4
1428,0
1429,5
1430,0
1431,6
1432,6
1433,6
1434,4
1435,6
1436,6
1437,4
1438,5
1439,4
1440,4
1441,0
1442,4
1443,6
1444,0
1445,4
1446,2
1447,3
1448,3
1449,5
1450,4
1451,3
1452,0
1453,3
1454,2
1455,6
1456,0
1457,3
1458,5
1459,3
1460,3
1461,3
1462,5
1463,5
1464,0
1465,4
1466,5
1467,4
1468,6
1469,0
1470,3
1471,3
1472,4
1473,4
1474,3
1475,3
1476,3
1477,4
1478,3
1479,3
1480,3
1481,3
1482,5
1483,0
1484,3
1485,6
1486,3
1487,3
1488,3
1489,0
1490,3
1491,3
1492,6
1493,4
1494,6
1495,0
1496,6
1497,3
1498,6
1499,1
1500,2
1501,0
1502,6
1503,6
1504,3
1505,6
1506,2
1507,3
1508,6
1509,5
1510,3
1511,0
1512,6
1513,2
1514,0
1515,3
1516,4
1517,1
1518,6
1519,2
1520,0
1521,3
1522,0
1523,3
1524,4
1525,0
1526,3
1527,6
1528,0
1529,4
1530,2
1531,6
1532,4
1533,3
1534,3
1535,6
1536,6
1537,0
1538,3
1539,5
1540,1
1541,1
1542,3
1543,5
1544,5
1545,4
1546,4
1547,0
1548,2
1549,4
1550,6
1551,5
1552,4
1553,3
1554,2
1555,0
1556,3
1557,0
1558,3
1559,4
1560,6
1561,3
1562,0
1563,6
1564,2
1565,3
1566,4
1567,0
1568,3
1569,5
1570,6
1571,3
1572,4
1573,0
1574,5
1575,0
1576,4
1577,2
1578,6
1579,4
1580,3
1581,0
1582,4
1583,6
1584,0
1585,3
1586,4
1587,0
1588,6
1589,6
1590,2
1591,2
1592,5
1593,6
1594,6
1595,6
1596,0
1597,3
1598,6
1599,6
1600,4
1601,3
1602,4
1603,3
1604,0
1605,2
1606,4
1607,2
1608,2
1609,4
1610,3
1611,0
1612,6
1613,0
1614,4
1615,0
1616,2
1617,3
1618,2
1619,3
1620,3
1621,4
1622,5
1623,2
1624,6
1625,3
1626,3
1627,5
1628,3
1629,5
1630,6
1631,4
1632,5
1633,0
1634,6
1635,2
1636,0
1637,0
1638,2
1639,2
1640,3
1641,0
1642,3
1643,3
1644,4
1645,3
1646,4
1647,4
1648,3
1649,3
1650,3
1651,3
1652,4
1653,3
1654,3
1655,4
1656,5
1657,3
1658,6
1659,6
1660,6
1661,5
1662,5
1663,3
1664,0
1665,5
1666,1
1667,5
1668,4
1669,5
1670,5
1671,3
1672,2
1673,5
1674,5
1675,2
1676,4
1677,3
1678,4
1679,3
1680,4
1681,6
1682,3
1683,3
1684,6
1685,3
1686,3
1687,0
1688,6
1689,3
1690,2
1691,4
1692,0
1693,6
1694,4
1695,6
1696,4
1697,2
1698,3
1699,4
1700,3
1701,3
1702,6
1703,6
1704,3
1705,6
1706,6
1707,6
1708,3
1709,4
1710,3
1711,6
1712,4
1713,2
1714,6
1715,0
1716,2
1717,3
1718,0
1719,4
1720,6
1721,6
1722,4
1723,0
1724,6
1725,6
1726,4
1727,2
1728,6
1729,0
1730,6
1731,0
1732,3
1733,0
1734,4
1735,5
1736,6
1737,6
1738,5
1739,3
1740,4
1741,2
1742,3
1743,5
1744,6
1745,4
1746,4
1747,5
1748,4
1749,0
1750,3
1751,0
1752,6
