id,value
id_0,8.03261862186101
id_1,17.57843767403333
id_2,22.648570696595026
id_3,7.965475441935897
id_4,27.312146726178135
id_5,21.60010962079684
id_6,24.661172388373323
id_7,29.414188577006364
id_8,17.49474320722806
id_9,59.436643123471825
id_10,12.646345159431368
id_11,10.280242077508994
id_12,63.361551423251484
id_13,50.32316388819325
id_14,21.673703436872408
id_15,10.99014104368858
id_16,31.711854856112225
id_17,68.69678957436984
id_18,1.5282533216537537
id_19,15.892285288978803
id_20,42.44471832757539
id_21,73.16021515806898
id_22,9.452711768649209
id_23,18.827349648522855
id_24,14.36258036197446
id_25,37.54716074137063
id_26,14.514660948541298
id_27,70.1264179830969
id_28,7.515044471902062
id_29,55.64938468898852
id_30,24.819939869189326
id_31,9.593304474907468
id_32,3.5363702526615306
id_33,21.213119081330632
id_34,26.726031936115834
id_35,37.907958294395044
id_36,43.28313912308232
id_37,30.47363676984476
id_38,43.64035914921156
id_39,36.785459062147126
id_40,8.206449740879028
id_41,39.973239340200706
id_42,31.028857198352483
id_43,49.71463905775385
id_44,16.490460664375348
id_45,36.14901344030926
id_46,24.404628191098524
id_47,9.508060598360816
id_48,24.773219588441727
id_49,33.14530180755902
id_50,23.05623439790429
id_51,8.698882898332648
id_52,19.264326300407514
id_53,52.67016386593704
id_54,15.9301379729657
id_55,36.97567737928776
id_56,33.00992946298937
id_57,21.735479955056267
id_58,58.6026220991708
id_59,23.12606144628664
id_60,14.23592171473367
id_61,43.44036971253853
id_62,12.855247679997108
id_63,49.79847587168
id_64,13.650515049688465
id_65,15.771532613520602
id_66,14.653577546012237
id_67,-0.22245233090321648
id_68,43.101768588674645
id_69,28.61522348277427
id_70,20.15798323432703
id_71,41.7535702516104
id_72,58.72729429140048
id_73,5.086833229707203
id_74,17.533069813022607
id_75,4.069818041673528
id_76,38.56941480011771
id_77,13.043879731673389
id_78,21.792043516982655
id_79,21.100420063823996
id_80,23.416726696358293
id_81,40.03870645850118
id_82,20.66875967442781
id_83,96.10983852490381
id_84,35.948792184250564
id_85,28.093486780855862
id_86,21.159149509532902
id_87,34.63186073250461
id_88,24.151730383472266
id_89,20.32512050436425
id_90,29.639532951711608
id_91,41.97795908712601
