id,value
id_0,7.196571414090504
id_1,17.47926417957313
id_2,23.145940505371623
id_3,7.939080972406444
id_4,27.277630850368475
id_5,21.90604723881489
id_6,24.114366158733844
id_7,29.140672307280667
id_8,17.86584889582927
id_9,58.74397557939392
id_10,12.212195634877814
id_11,10.73998285885346
id_12,63.40514927522625
id_13,51.809039473269635
id_14,21.27173577446318
id_15,10.886239573468577
id_16,32.34189558541807
id_17,68.27541648091722
id_18,1.7821039555435498
id_19,16.154370989915595
id_20,42.035640759974115
id_21,73.46279273191837
id_22,9.709942127933372
id_23,19.05796251952023
id_24,14.126126129248519
id_25,38.066084221706
id_26,15.380441549920874
id_27,74.20394780727966
id_28,6.947088665769115
id_29,55.86188494394762
id_30,25.598067073489908
id_31,9.669958857627694
id_32,6.474924295751202
id_33,20.58946976317199
id_34,26.654505246878283
id_35,37.33174397269234
id_36,43.196893377235114
id_37,30.80733680840325
id_38,43.05833383767565
id_39,36.68107389465382
id_40,7.8654581586866
id_41,40.28879838566099
id_42,31.551430121306407
id_43,50.68110304342293
id_44,16.01297350772353
id_45,36.194831293758725
id_46,24.74369176557518
id_47,9.367253446505456
id_48,25.07574199031299
id_49,33.49815124830959
id_50,22.44316982055453
id_51,9.157418145072452
id_52,20.01242431388538
id_53,51.881153373283105
id_54,15.189182167786662
id_55,36.787953037162744
id_56,33.07117748012794
id_57,21.54397698225382
id_58,58.94264104194555
id_59,23.07576409229383
id_60,12.779671671412412
id_61,44.13894160814789
id_62,12.667385272068326
id_63,50.495129863153686
id_64,14.288043922724777
id_65,15.844208806601443
id_66,14.5942266034083
id_67,-0.3425647172023494
id_68,43.65186258171715
id_69,28.443653033824926
id_70,20.027857416493884
id_71,41.789514535870694
id_72,58.3377825165988
id_73,5.151515768226535
id_74,17.29840984584585
id_75,3.9781441640583357
id_76,38.72203389577432
id_77,13.176925156430254
id_78,21.996912333319024
id_79,20.866421491024166
id_80,23.25678591368731
id_81,36.46876892629435
id_82,20.72290866356081
id_83,95.35121231956818
id_84,36.12883990471628
id_85,28.6660837271175
id_86,21.479510330511435
id_87,34.90489076098085
id_88,24.193805332503572
id_89,20.187656374019774
id_90,29.917419375265922
id_91,41.74508404828912
id_92,4.468795110312552
id_93,38.523744973363875
id_94,46.61524314244438
id_95,16.115116961290507
id_96,31.210305544644164
id_97,13.707278624930968
id_98,23.55222545068518
id_99,4.642629651732965
id_100,19.161374429957494
id_101,27.013306687010033
id_102,15.51167774796603
id_103,15.56961178869937
id_104,23.12934901818741
id_105,39.80182836157014
id_106,31.102336262900074
id_107,8.038134231656294
id_108,5.87967068853658
id_109,78.4341908695307
id_110,48.28143657097797
id_111,15.231208523755472
id_112,26.108247816704875
id_113,15.347370871367707
id_114,13.21672857549436
id_115,24.614295626520338
id_116,26.13997162739083
id_117,9.657830686559446
id_118,18.20853554256618
id_119,18.538878260394608
id_120,80.561283588442
id_121,25.3784331980977
id_122,36.664281768454394
id_123,25.41739985816194
id_124,7.809658338170324
id_125,38.373353370389005
id_126,8.967709005634886
id_127,22.059851716322598
id_128,30.284078944638477
id_129,64.21833234006398
id_130,21.770437491020175
id_131,23.41234179562505
id_132,57.14791343866191
id_133,16.351910405423688
id_134,14.343772446290263
id_135,2.894324536571562
id_136,12.923234901021129
id_137,59.74965054099941
id_138,18.559528203989416
id_139,5.597287317934677
id_140,28.115020566486624
id_141,25.94269573308233
id_142,45.47675662507108
id_143,29.28339613192549
id_144,17.32698634692209
id_145,27.02429049556777
id_146,12.042272299188156
id_147,52.09267809850179
id_148,22.469800588303986
id_149,40.1227857410528
id_150,10.283130003996023
id_151,7.692252950231908
id_152,24.258369308333386
id_153,7.955329404713545
id_154,17.80584954308792
id_155,41.077379611910565
id_156,8.7446455457521
id_157,37.064585167382994
id_158,12.077351769084752
id_159,18.803137312332915
id_160,41.10137827161161
id_161,19.439723380612065
id_162,13.293276199968489
id_163,7.282320456250165
id_164,49.78660325373929
id_165,30.632165494614767
id_166,2.627906233384736
id_167,15.84744822115292
id_168,62.56636036180243
id_169,13.394004932244595
id_170,63.820839576001724
id_171,38.20375521501693
id_172,26.874512773265845
id_173,19.356810386005886
id_174,60.454927266338636
id_175,24.24149036278688
id_176,21.6006429111156
id_177,37.63877274685396
id_178,12.351991206665756
id_179,30.65429424739523
id_180,17.42405160118437
id_181,10.771177665390162
id_182,55.41468560114239
id_183,47.27824131159931
id_184,15.583706720260466
id_185,34.67188803418591
id_186,25.627056189564193
id_187,70.15568489428362
id_188,9.287942016923148
id_189,57.20347384962134
id_190,38.008664916669
id_191,16.4045151634067
id_192,29.220644737580518
id_193,2.191088805159902
id_194,18.30574821695807
id_195,2.048605020452384
id_196,34.160692881909526
id_197,12.461383871173402
id_198,18.518002127174828
id_199,60.83165468062171
id_200,23.38955390311894
id_201,26.353919344949176
id_202,64.34105843802787
id_203,11.384985285008238
id_204,8.665110440529357
id_205,11.282987261491161
id_206,8.764165319303457
id_207,1.5859905124071187
id_208,134.73005612106473
id_209,20.086568734114273
id_210,15.960633699227909
id_211,14.600097347163429
id_212,35.898965119852754
id_213,36.371821556251305
id_214,18.81684502839344
id_215,36.35396634518505
id_216,75.12892176752348
id_217,0.6374672455084078
id_218,11.156876545880655
id_219,31.382516166717828
id_220,15.222532230686465
id_221,13.803114103720098
id_222,115.34258248396107
id_223,12.710712039978638
id_224,16.584419438652
id_225,63.12111520185675
id_226,16.16117944937375
id_227,17.34827405752688
id_228,10.59279561122071
id_229,7.435711616050054
id_230,43.5353015218048
id_231,11.821553876027398
id_232,54.017262599367335
id_233,43.37945900687806
id_234,23.08765175173506
id_235,41.845087407013075
id_236,67.90272810964517
id_237,45.02852163907111
id_238,9.991267665931968
id_239,18.303000304504287
