id,value
id_0,6.472350062291831
id_1,18.184060550079103
id_2,24.452823583088556
id_3,7.677775421151072
id_4,27.13332649399161
id_5,22.088363422867
id_6,23.657098976872554
id_7,30.764914642572396
id_8,16.88891337633888
id_9,59.53562695874179
id_10,11.738805936960782
id_11,9.34500255470819
id_12,63.2577456354107
id_13,53.26309637247941
id_14,22.045475730307334
id_15,12.24393152932749
id_16,32.368752369772466
id_17,66.65690594657366
id_18,-0.5012911558139201
id_19,17.123518821985098
id_20,41.904530802212804
id_21,72.34484663868965
id_22,9.226177344885336
id_23,17.97734888150769
id_24,14.6968714152503
id_25,38.294120413583954
id_26,14.920462881067996
id_27,62.22751541860006
id_28,7.220336257261943
id_29,55.55782965116711
id_30,24.440531154033096
id_31,8.688796686410587
id_32,2.568298973536372
id_33,18.650448294971152
id_34,27.5982173557094
id_35,37.27336934463385
id_36,43.33538298026608
id_37,29.638202465056942
id_38,41.861720335428075
id_39,35.42096855631555
id_40,7.771154696309981
id_41,41.15199333357188
id_42,30.429545656779787
id_43,51.089206110922234
id_44,17.455180827966597
id_45,35.470611255990065
id_46,24.643364523116848
id_47,9.699720288218902
id_48,26.598638884024993
id_49,32.30546825028524
id_50,20.28998452099313
id_51,7.859041367401632
id_52,20.430371490015517
id_53,52.575840970541684
id_54,15.897594518124654
id_55,36.202394011007094
id_56,33.10571448878828
id_57,20.706556231334524
id_58,57.33903024109442
id_59,22.76053352230187
id_60,14.309633843318505
id_61,41.82145513452066
id_62,12.773848193534715
id_63,48.54647929060451
id_64,14.203063105842446
id_65,14.988747971132955
id_66,14.511716486692016
id_67,-0.9900161033348489
id_68,43.82795098461555
id_69,29.054828185195355
id_70,20.36065038296199
id_71,41.676691237935714
id_72,60.35518325562401
id_73,5.580489645786182
id_74,16.462595515294325
id_75,3.3742529964757146
id_76,40.30357344609345
id_77,14.252817586876631
id_78,21.684735784754402
id_79,21.007107505398327
id_80,23.876017140117945
id_81,36.10499958881807
id_82,21.8041749178443
id_83,92.51006114723408
id_84,37.309676231517315
id_85,27.967196293051064
id_86,22.012994155272285
id_87,33.51588856971249
id_88,23.323186553710414
id_89,19.767252853501834
id_90,28.630140138082147
id_91,41.43083794666928
id_92,4.872390250326635
id_93,38.44799207499106
id_94,45.76967452479707
id_95,16.515634335297584
id_96,31.481050949204423
id_97,13.004870973938733
id_98,23.226582343309882
id_99,4.585957297700844
id_100,18.210280500402973
id_101,26.42952487521474
id_102,14.094156650936295
id_103,15.909824750021043
id_104,23.944763499895465
id_105,39.79106335992637
id_106,31.43635489287269
id_107,6.116333157649745
id_108,6.097868588706211
id_109,78.5712155020706
id_110,48.12850195490296
id_111,17.17899780945844
id_112,27.61632526136509
id_113,15.133352183644714
id_114,13.752878123687523
id_115,24.908888141458718
id_116,26.64185618875212
id_117,10.48728663011035
id_118,18.464737401404072
id_119,19.624672036045627
id_120,80.49787355935082
id_121,25.442716603435258
id_122,37.262345611716015
id_123,25.571336476548225
id_124,7.426631710168268
id_125,38.85451104840246
id_126,9.256079902328814
id_127,21.887138941991
id_128,29.19669221493342
id_129,62.8894716936844
id_130,21.9928428675479
id_131,23.48942223480955
id_132,58.999461550916024
id_133,15.191856611981029
id_134,14.123288789300549
id_135,2.620358943916063
id_136,12.568274297494757
id_137,58.68690625315541
id_138,20.46236394499957
id_139,5.385699417849619
id_140,29.00326338527238
id_141,25.326972885600348
id_142,45.30603828794677
id_143,30.781765875372983
id_144,18.317887506977392
id_145,26.020343692640317
id_146,12.008030655584951
id_147,52.010384011368345
id_148,23.35141987563612
id_149,38.63903741812546
id_150,10.128677752301837
id_151,8.189496796004256
id_152,23.274422282400387
id_153,6.386784780470956
id_154,14.95998596075048
id_155,40.979731048916435
id_156,7.791849896531362
id_157,36.159778922549854
id_158,11.17419723788868
id_159,19.18756213411671
id_160,41.62201298641472
id_161,19.34929292802342
id_162,13.276604455604522
id_163,8.191346124722177
id_164,52.682757902745855
id_165,31.26428843644735
id_166,-0.3646217959932372
id_167,16.25375500175784
id_168,63.608344613075346
id_169,13.860859464689494
id_170,63.51994916449526
id_171,39.24778955136572
id_172,26.995333090718034
id_173,20.322983634484025
id_174,61.22154102993454
id_175,25.048790486040758
id_176,21.007052810872608
id_177,37.329166106262804
id_178,12.396252213661372
id_179,31.265669657245287
id_180,16.834352890034996
id_181,11.690791642007259
id_182,55.72368301859724
id_183,46.329766874351165
id_184,15.712840301703107
id_185,35.29360334630207
id_186,26.196077603364927
id_187,68.55432984326805
id_188,9.967669118537978
id_189,57.80721348198642
