id,value
id_0,6.395189787693898
id_1,17.776778649487962
id_2,23.726868178685777
id_3,7.909131176211718
id_4,26.616724907270438
id_5,22.08400161141363
id_6,24.129143714416273
id_7,30.240361476596135
id_8,16.844768111253238
id_9,58.63723731643979
id_10,11.936871590733055
id_11,9.318390408087883
id_12,62.83529870816502
id_13,52.635897078646984
id_14,21.980102764499225
id_15,12.101948011860626
id_16,32.27884920768259
id_17,66.87652232462018
id_18,-0.22181317356582014
id_19,17.15775252455416
id_20,41.77588748759481
id_21,71.74019686691906
id_22,8.812628634334882
id_23,18.191581728756066
id_24,14.201928114270805
id_25,37.87392583859288
id_26,14.60284104886268
id_27,71.24905221209035
id_28,7.19931441686589
id_29,55.38997751961486
id_30,25.01262801162201
id_31,8.860971363916981
id_32,2.7595881881689497
id_33,18.701161578424664
id_34,27.975902795165084
id_35,37.430039921438286
id_36,43.06201498658607
id_37,30.251182986732903
id_38,42.32247257189441
id_39,35.46274716122487
id_40,7.497054143094969
id_41,40.79247790356441
id_42,31.11881970716596
id_43,50.668704048387966
id_44,16.91881271153674
id_45,35.78084397996436
id_46,24.5228658836429
id_47,10.01746076153431
id_48,26.02150073008063
id_49,32.41094733137221
id_50,20.035877944767066
id_51,8.245211664134896
id_52,21.66557922036503
id_53,52.620059996617314
id_54,15.91020450493391
id_55,35.99576413877975
id_56,32.75103233267778
id_57,21.09542371421289
id_58,57.75737875468136
id_59,22.85095336660591
id_60,14.680135964814005
id_61,42.59094527488122
id_62,13.058336230183315
id_63,49.36542719084738
id_64,13.736514167512409
id_65,15.894769876484311
id_66,14.721272163338353
id_67,-1.2913898830605248
id_68,43.333529057673985
id_69,29.329051000899494
id_70,20.261259359129866
id_71,41.627707347580156
id_72,60.38527113893347
id_73,5.203172381235822
id_74,16.982615153528887
id_75,3.8215201454246497
id_76,39.88673477940491
id_77,13.874220096433445
id_78,22.133503120655348
id_79,21.04696095393963
id_80,23.78071248319968
id_81,36.603036196112136
id_82,22.161009150714907
id_83,92.48633319778034
id_84,36.665400826276404
id_85,27.76144565191105
id_86,21.75321548582123
id_87,33.32692057277565
id_88,23.257193426987346
id_89,20.576696749230308
id_90,29.487158221977605
id_91,41.08228548328138
id_92,4.531791522103476
id_93,38.979208423793274
id_94,46.30008680433401
id_95,16.355497148124698
id_96,31.814475705626567
id_97,12.682030460586107
id_98,23.807794137834886
id_99,4.72224683559406
id_100,19.072550284257353
id_101,26.74992896715393
id_102,14.290090934678009
id_103,16.167743206708174
id_104,23.73848301602493
id_105,39.628695639512586
id_106,30.713590058371285
id_107,7.302102742555231
id_108,6.174436022142836
id_109,78.42914505748355
id_110,47.39292896642185
id_111,16.693343886028615
id_112,27.710895235775237
id_113,14.793019900904797
id_114,13.605453014323745
id_115,25.234840056381547
id_116,26.355788772333383
id_117,10.786348262099452
id_118,18.487211102683304
id_119,19.264076452415125
id_120,80.81096571906436
id_121,25.049542749226845
id_122,36.62771777243488
id_123,24.878298095886425
id_124,7.462351128894902
id_125,38.89753101112918
id_126,9.084687200944721
id_127,22.44163086657272
id_128,29.573517619291753
id_129,62.341904864657415
id_130,21.923959780460198
id_131,23.63928968952162
id_132,58.63349284663774
id_133,15.22097087651076
id_134,14.07908310275161
id_135,2.5339250191942413
id_136,12.49870720151929
id_137,58.30324961883031
id_138,19.873126139620876
id_139,5.250529271529926
id_140,29.348039758814203
id_141,25.364872291146188
id_142,44.49466639285697
id_143,30.178691411085993
id_144,17.962972074897973
id_145,25.99367906091452
id_146,11.87695804270312
id_147,51.46977945628989
id_148,23.23626487332846
id_149,38.68980953785721
id_150,10.255625978216944
id_151,8.19836831535676
id_152,24.367908827987165
id_153,6.837475458895119
id_154,15.629085702104224
id_155,40.85184194803093
id_156,8.303218930357911
id_157,36.491771266345246
id_158,11.22199202755915
id_159,18.388199098530613
id_160,41.21118413361848
id_161,18.878246723427708
id_162,13.278737507536231
id_163,7.837882250243569
id_164,52.08317027695413
id_165,30.756534361134687
id_166,-0.45994412216924974
id_167,16.380007615726495
id_168,63.3768178943494
id_169,14.270154633764648
id_170,63.34853502450215
id_171,38.68632841783897
id_172,27.089278937243765
id_173,20.20248000620732
id_174,61.31080953770209
id_175,24.984715651217066
id_176,21.29211630022833
id_177,37.903641649689824
id_178,11.980664749874355
id_179,30.652101421696468
id_180,17.215981169437946
id_181,11.709532112800767
id_182,55.42539509755973
id_183,46.11407685260732
id_184,16.09871702015312
id_185,34.87739425721633
id_186,26.61027981353697
id_187,69.72172630657491
id_188,9.887798980289173
id_189,58.03441415046212
id_190,38.1540962285749
id_191,15.543225107812047
id_192,28.65294906995997
id_193,0.41305468746930063
id_194,18.92624675354945
id_195,1.0291091395181886
id_196,33.787626378550385
id_197,10.958570788674225
id_198,18.848084200843807
id_199,60.78002916400269
id_200,24.638607780888847
id_201,25.18821469557377
id_202,64.2718334235959
id_203,11.430899543277542
id_204,9.561028057445844
id_205,11.688002765654613
id_206,7.9285798889283345
id_207,1.8119223348028703
id_208,124.20456252066133
id_209,20.58096137369327
id_210,15.998276924932105
id_211,13.996956756141055
id_212,36.447785904902304
id_213,36.058500801274754
id_214,18.985166161282255
id_215,34.37144633176099
